"id    Класс участия   Регион                 Площадка, этап 1                                    Задача 1   Задача 2   Задача 3   Задача 4   Задача 5   Сумма   Статус"
"4063   7   Мордовия               ГБОУ РМ «Республиканский лицей»                                      7.00      0.00   7.00   1.00   0.00   15"
"5162   7   Мордовия               ГБОУ РМ «Республиканский лицей»                                      7.00      7.00   1.00   0.00   0.00   15"
"5502   7   Республика Казахстан   Филиал НАО ""РФМШ"" г. Нур-Султан                                      7.00      7.00   1.00   -      -      15"
"6126   7   Пензенская             Губернский лицей                                                     7.00      7.00   1.00   -      -      15"
"7406   7   Пензенская             Губернский лицей                                                     7.00      7.00   1.00   -      -      15"
"7872   7   Пензенская             Губернский лицей                                                     7.00      7.00   1.00   -      -      15"
"9029   7   Республика Казахстан   Филиал НАО ""РФМШ"" г. Нур-Султан                                      7.00      -      7.00   1.00   -      15"
"9240   7   Иркутская              Лицей № 36 ОАО ""РЖД""                                                 7.00      -      7.00   1.00   -      15"
"9469   7   Пензенская             Губернский лицей                                                     7.00      -      7.00   1.00   -      15"
"12115   7   Новосибирская          НГУ                                                                  7.00      7.00   1.00   -      -      15"
"12522   7   Забайкальский          ГОУ ""ЗабКЛИ""                                                         7.00      7.00   0.00   0.00   1.00   15"
"12561   7   Пензенская             Муниципальное бюджетное общеобразовательное учреждение Гимназия №44 г.7.00"
"Пензы   0.00   7.00   1.00   0.00   15"
"14486   7   Сахалинская            ГБУ РЦОКОСО Отдел выявления и поддержки одаренных детей              7.00      -      7.00   1.00   -      15"
"15084   7   Камчатский             КГОАУ""Центр образования ""Эврика""                                     7.00      7.00   1.00   -      -      15"
"15213   7   Иркутская              Лицей № 36 ОАО ""РЖД""                                                 -         7.00   1.00   7.00   -      15"
"15939   7   Новосибирская          АКЛ им. Ю.В. Кондратюка                                              7.00      7.00   1.00   -      -      15"
"16197   7   Липецкая               МБОУ «Лицей №5 г. Ельца»                                             7.00      7.00   1.00   0.00   0.00   15"
"16775   7   Московская             АНОО ""Физмат-лицей имени академика В.Г. Кадышевского""                0.00      7.00   7.00   1.00   0.00   15"
"17135   7   Новосибирская          НГУ                                                                  7.00      7.00   1.00   -      -      15"
"20529   7   Алтайский              АлтГУ                                                                7.00      0.00   7.00   1.00   0.00   15"
"21785   7   Саха /Якутия/          ГБНОУ РС(Я) РЛИ                                                      7.00      6.00   0.00   2.00   0.00   15"
"22170   7   Новосибирская          АКЛ им. Ю.В. Кондратюка                                              7.00      7.00   1.00   -      -      15"
"24883   7   Челябинская            МБОУ ""Лицей №39""                                                     1.00      7.00   7.00   0.00   0.00   15"
"24952   7   Новосибирская          НГУ                                                                  7.00      7.00   1.00   -      -      15"
"25050   7   Иркутская              Лицей № 36 ОАО ""РЖД""                                                 7.00      7.00   1.00   -      -      15"
"27749   7   Тыва                   ГЛРТ                                                                 7.00      7.00   1.00   -      -      15"
"28347   7   Новосибирская          АКЛ им. Ю.В. Кондратюка                                              7.00      7.00   1.00   -      -      15"
""
""
""
"Страница 9"
"28823   7   Новосибирская          НГУ                                                        7.00   7.00   1.00   -      -      15"
"29027   7   Тюменская              ГАОУ ТО ""ФМШ""                                              7.00   7.00   1.00   0.00   0.00   15"
"29083   7   Курганская             АНО ""ЦДМО""                                                 7.00   7.00   1.00   0.00   0.00   15"
"29090   7   Челябинская            МБОУ ""Лицей №39""                                           7.00   0.00   7.00   1.00   0.00   15"
"29127   7   Челябинская            МБОУ ""Лицей №39""                                           7.00   7.00   0.00   1.00   0.00   15"
"273    7   Москва                 АНОО ""Физтех-лицей"" им. П. Л. Капицы                       -      7.00   7.00   -      -      14"
"661    7   Новосибирская          НГУ                                                        -      7.00   7.00   -      -      14"
"2210   7   Новосибирская          МБУДО ДДТ им. А. И. Ефремова                               7.00   7.00   -      -      -      14"
"2345   7   Москва                 АНОО ""Физтех-лицей"" им. П. Л. Капицы                       7.00   2.00   5.00   -      -      14"
"2983   7   Пензенская             Губернский лицей                                           7.00   7.00   -      -      -      14"
"3131   7   Пензенская             Губернский лицей                                           -      7.00   7.00   -      -      14"
"3135   7   Вологодская            МАОУ ""СОШ № 10""                                            0.00   7.00   7.00   0.00   0.00   14"
"3189   7   Мордовия               ГБОУ РМ «Республиканский лицей»                            0.00   7.00   7.00   0.00   0.00   14"
"4222   7   Мордовия               ГБОУ РМ «Республиканский лицей»                            0.00   7.00   7.00   0.00   0.00   14"
"5154   7   Мордовия               ГБОУ РМ «Республиканский лицей»                            7.00   7.00   0.00   0.00   0.00   14"
"5409   7   Республика Казахстан   НАО РФМШ г.Алматы                                          0.00   7.00   7.00   0.00   0.00   14"
"5413   7   Республика Казахстан   НАО РФМШ г.Алматы                                          0.00   7.00   7.00   0.00   0.00   14"
"5445   7   Республика Казахстан   НАО РФМШ г.Алматы                                          0.00   7.00   7.00   0.00   0.00   14"
"5507   7   Новосибирская          АКЛ им. Ю.В. Кондратюка                                    7.00   7.00   -      -      -      14"
"5568   7   Республика Казахстан   НАО РФМШ г.Алматы                                          0.00   7.00   7.00   0.00   0.00   14"
"5698   7   Республика Казахстан   НАО РФМШ г.Алматы                                          0.00   7.00   7.00   0.00   0.00   14"
"5814   7   Республика Казахстан   Филиал НАО ""РФМШ"" г. Нур-Султан                            -      7.00   7.00   -      -      14"
"5822   7   Республика Казахстан   НАО РФМШ г.Алматы                                          0.00   7.00   7.00   0.00   0.00   14"
"5862   7   Республика Казахстан   НАО РФМШ г.Алматы                                          0.00   7.00   7.00   0.00   0.00   14"
"5883   7   Республика Казахстан   НАО РФМШ г.Алматы                                          7.00   0.00   7.00   0.00   0.00   14"
"5947   7   Новосибирская          МБОУ ""Лицей № 200""                                         7.00   -      7.00   -      -      14"
"6074   7   Московская             АНОО ""Физмат-лицей имени академика В.Г. Кадышевского""      7.00   7.00   0.00   0.00   0.00   14"
"6495   7   Пензенская             Губернский лицей                                           7.00   7.00   -      -      -      14"
"6756   7   Республика Казахстан   НАО РФМШ г.Алматы                                          7.00   0.00   7.00   0.00   0.00   14"
"6787   7   Республика Казахстан   НАО РФМШ г.Алматы                                          0.00   7.00   7.00   0.00   0.00   14"
"6797   7   Республика Казахстан   НАО РФМШ г.Алматы                                          0.00   7.00   7.00   0.00   0.00   14"
"7053   7   Республика Казахстан   НАО РФМШ г.Алматы                                          0.00   7.00   7.00   0.00   0.00   14"
"7739   7   Республика Казахстан   НАО РФМШ г.Алматы                                          0.00   7.00   7.00   0.00   0.00   14"
"7845   7   Краснодарский          Сириус                                                     -      7.00   7.00   -      -      14"
"8352   7   Тюменская              ГАОУ ТО ""ФМШ""                                              0.00   7.00   7.00   0.00   -      14"
"8847   7   Красноярский           МАОУ Гимназия № 10 имени А.Е. Бочкина                      0.00   7.00   7.00   0.00   0.00   14"
"8857   7   Республика Казахстан   Филиал НАО ""РФМШ"" г. Нур-Султан                            -      7.00   7.00   -      -      14"
"9116   7   Новосибирская          АКЛ им. Ю.В. Кондратюка                                    7.00   7.00   -      -      -      14"
"9150   7   Пензенская             Губернский лицей                                           -      7.00   7.00   -      -      14"
"9315   7   Иркутская              Лицей № 36 ОАО ""РЖД""                                       7.00   -      7.00   -      -      14"
"9696   7   Новосибирская          АКЛ им. Ю.В. Кондратюка                                    7.00   7.00   -      -      -      14"
"10403   7   Саха /Якутия/          ГБНОУ РС(Я) РЛИ                                            7.00   -      7.00   0.00   0.00   14"
"10458   7   Пензенская             Губернский лицей                                           -      7.00   7.00   -      -      14"
"10688   7   Новосибирская          НГУ                                                        7.00   -      7.00   -      -      14"
"10841   7   Иркутская              Лицей № 36 ОАО ""РЖД""                                       7.00   -      7.00   -      -      14"
"11019   7   Республика Казахстан   НАО РФМШ г.Алматы                                          0.00   7.00   7.00   0.00   0.00   14"
""
""
""
"Страница 10"
"11200   7   Новосибирская          НГУ                                                                  7.00      -      7.00   -      -      14"
"11292   7   Тюменская              ГАОУ ТО ""ФМШ""                                                        -         7.00   7.00   -      -      14"
"13136   7   Москва                 МБОУСОШ6                                                             7.00      7.00   0.00   0.00   0.00   14"
"13250   7   Новосибирская          НГУ                                                                  -         7.00   7.00   -      -      14"
"13414   7   Алтайский              АлтГУ                                                                0.00      7.00   7.00   0.00   0.00   14"
"13916   7   Алтайский              АлтГУ                                                                7.00      7.00   0.00   0.00   0.00   14"
"14565   7   Новосибирская          АКЛ им. Ю.В. Кондратюка                                              7.00      -      7.00   -      -      14"
"15323   7   Новосибирская          АКЛ им. Ю.В. Кондратюка                                              -         7.00   7.00   -      -      14"
"16585   7   Тюменская              ГАОУ ТО ""ФМШ""                                                        7.00      7.00   0.00   0.00   -      14"
"16814   7   Новосибирская          АКЛ им. Ю.В. Кондратюка                                              -         7.00   7.00   -      -      14"
"18076   7   Вологодская            МАОУ ""СОШ № 10""                                                      0.00      7.00   7.00   0.00   0.00   14"
"18158   7   Новосибирская          АКЛ им. Ю.В. Кондратюка                                              -         7.00   7.00   -      -      14"
"18937   7   Саха /Якутия/          ГБНОУ РС(Я) РЛИ                                                      7.00      7.00   0.00   -      -      14"
"19190   7   Новосибирская          НГУ                                                                  7.00      -      7.00   -      -      14"
"20187   7   Вологодская            МАОУ ""СОШ № 10""                                                      0.00      7.00   7.00   -      0.00   14"
"22277   7   Курганская             АНО ""ЦДМО""                                                           0.00      7.00   7.00   0.00   0.00   14"
"23274   7   Новосибирская          НГУ                                                                  7.00      7.00   -      -      -      14"
"23313   7   Алтайский              АлтГУ                                                                0.00      7.00   7.00   0.00   0.00   14"
"23726   7   Татарстан              ФГБОУ ВО ""КГЭУ""                                                      6.00      7.00   1.00   0.00   0.00   14"
"24846   7   Республика Казахстан   Филиал НАО ""РФМШ"" г. Нур-Султан                                      -         7.00   7.00   -      -      14"
"25012   7   Вологодская            МАОУ ""СОШ № 10""                                                      0.00      7.00   0.00   7.00   0.00   14"
"25087   7   Иркутская              Лицей № 36 ОАО ""РЖД""                                                 7.00      -      -      -      7.00   14"
"26963   7   Чувашская Республика   МБОУ ""Лицей №2"" г. Чебоксары                                         7.00      7.00   -      -      -      14"
"27368   7   Забайкальский          ГОУ ""ЗабКЛИ""                                                         0.00      7.00   7.00   0.00   0.00   14"
"28487   7   Иркутская              МБОУ ""Лицей № 1""                                                     0.00      7.00   7.00   0.00   0.00   14"
"28688   7   Новосибирская          АКЛ им. Ю.В. Кондратюка                                              7.00      -      7.00   -      -      14"
"28704   7   Новосибирская          АКЛ им. Ю.В. Кондратюка                                              7.00      7.00   -      -      -      14"
"28901   7   Республика Казахстан   НАО РФМШ г.Алматы                                                    0.00      0.00   7.00   7.00   0.00   14"
"28963   7   Нижегородская          МБОУ Лицей № 15                                                      7.00      7.00   0.00   0.00   0.00   14"
"29031   7   Новосибирская          НГУ                                                                  7.00      -      7.00   -      -      14"
"29129   7   Тюменская              ГАОУ ТО ""ФМШ""                                                        -         7.00   7.00   -      -      14"
"29308   7   Красноярский           МАОУ Гимназия № 10 имени А.Е. Бочкина                                0.00      7.00   7.00   0.00   0.00   14"
"29326   7   Саратовская            СГУ                                                                  0.00      7.00   7.00   0.00   0.00   14"
"29330   7   Тюменская              ГАОУ ТО ""ФМШ""                                                        7.00      0.00   7.00   0.00   -      14"
"9121   7   Саха /Якутия/          ГБНОУ РС(Я) РЛИ                                                      7.00      0.00   6.00   -      -      13"
"18181   7   Иркутская              МБОУ ""Лицей № 1""                                                     7.00      0.00   0.00   6.00   0.00   13"
"26179   7   Иркутская              МБОУ ""Лицей № 1""                                                     7.00      5.00   1.00   0.00   0.00   13"
"279    7   Москва                 МБОУСОШ6                                                             0.00      7.00   5.00   0.00   0.00   12"
"9721   7   Пензенская             Муниципальное бюджетное общеобразовательное учреждение Гимназия №44 г.1.00"
"Пензы   7.00   2.00   2.00   0.00   12"
"18386   7   Алтайский              филиал АлтГУ в г. Бийске                                             5.00      0.00   7.00   0.00   0.00   12"
"25529   7   Новосибирская          НГУ                                                                  -         7.00   5.00   -      -      12"
"25993   7   Челябинская            МБОУ ""Лицей №39""                                                     0.00      7.00   5.00   0.00   0.00   12"
"26331   7   Нижегородская          МБОУ Лицей № 15                                                      7.00      2.00   2.00   1.00   0.00   12"
"26716   7   Хакасия                МБОУ ""Гимназия"" г.Абакана                                            -         7.00   5.00   -      -      12"
"28275   7   Красноярский           МАОУ Гимназия № 10 имени А.Е. Бочкина                                0.00      7.00   5.00   0.00   0.00   12"
"28340   7   Бурятия                ФГБОУ ВО ""БГУ""                                                       0.00      5.00   7.00   0.00   0.00   12"
""
""
""
"Страница 11"
"29017   7   Челябинская            МБОУ ""Лицей №39""                                                     0.00      6.00   6.00   0.00   0.00   12"
"29469   7   Московская             АНОО ""Физмат-лицей имени академика В.Г. Кадышевского""                7.00      5.00   0.00   0.00   0.00   12"
"6499   7   Пензенская             Губернский лицей                                                     -         7.00   2.00   2.00   -      11"
"11562   7   Новосибирская          НГУ                                                                  -         7.00   2.00   -      2.00   11"
"13517   7   Московская             АНОО ""Физмат-лицей имени академика В.Г. Кадышевского""                7.00      2.00   2.00   0.00   0.00   11"
"14019   7   Свердловская           МАОУ Политехническая гимназия                                        -         -      7.00   -      4.00   11"
"23188   7   Алтайский              АлтГУ                                                                0.00      7.00   4.00   0.00   0.00   11"
"27132   7   Новосибирская          НГУ                                                                  7.00      2.00   2.00   -      -      11"
"28486   7   Бурятия                ФГБОУ ВО ""БГУ""                                                       7.00      0.00   2.00   2.00   -      11"
"29014   7   Красноярский           МАОУ Гимназия № 10 имени А.Е. Бочкина                                7.00      2.00   2.00   0.00   0.00   11"
"10649   7   Саха /Якутия/          ГБНОУ РС(Я) РЛИ                                                      7.00      2.00   1.00   0.00   0.00   10"
"11166   7   Саха /Якутия/          НГУ                                                                  7.00      -      2.00   1.00   -      10"
"26375   7   Пензенская             Муниципальное бюджетное общеобразовательное учреждение Гимназия №44 г.0.00"
"Пензы   3.00   7.00   0.00   0.00   10"
"29448   7   Тюменская              ГАОУ ТО ""ФМШ""                                                        0.00      7.00   1.00   2.00   -      10"
"580    7   Новосибирская          МБОУ ""Лицей № 200""                                                   7.00      -      2.00   -      -       9"
"5705   7   Республика Казахстан НАО РФМШ г.Алматы                                                      0.00      7.00   2.00   0.00   0.00    9"
"7366   7   Пензенская             Губернский лицей                                                     7.00      -      2.00   -      -       9"
"7422   7   Пензенская             Губернский лицей                                                     7.00      -      2.00   -      -       9"
"7765   7   Новосибирская          МБУДО ДДТ им. А. И. Ефремова                                         -         7.00   2.00   -      -       9"
"10096   7   Красноярский           МАОУ Гимназия № 10 имени А.Е. Бочкина                                0.00      2.00   7.00   0.00   0.00    9"
"15535   7   Новосибирская          АКЛ им. Ю.В. Кондратюка                                              -         7.00   2.00   -      -       9"
"15755   7   Калининградская        МАОУ Лицей № 23                                                      -         7.00   2.00   -      -       9"
"16759   7   Курганская             АНО ""ЦДМО""                                                           0.00      7.00   1.00   1.00   0.00    9"
"16761   7   Московская             АНОО ""Физмат-лицей имени академика В.Г. Кадышевского""                0.00      7.00   0.00   2.00   0.00    9"
"18530   7   Алтайский              АлтГУ                                                                0.00      7.00   2.00   0.00   0.00    9"
"19929   7   Новосибирская          АКЛ им. Ю.В. Кондратюка                                              7.00      -      2.00   -      -       9"
"21108   7   Алтайский              АлтГУ                                                                7.00      0.00   2.00   0.00   0.00    9"
"26211   7   Новосибирская          АКЛ им. Ю.В. Кондратюка                                              -         7.00   2.00   -      -       9"
"28506   7   Бурятия                ФГБОУ ВО ""БГУ""                                                       7.00      2.00   -      -      0.00    9"
"28603   7   Бурятия                ФГБОУ ВО ""БГУ""                                                       7.00      0.00   2.00   0.00   0.00    9"
"28677   7   Саха /Якутия/          ГБОУ ""ВВРЛИ М.А.Алексеева""                                           7.00      -      2.00   -      -       9"
"28684   7   Иркутская              МБОУ ""Лицей №2""                                                      -         7.00   2.00   -      -       9"
"28702   7   Саха /Якутия/          ГБОУ ""ВВРЛИ М.А.Алексеева""                                           7.00      -      2.00   -      -       9"
"28928   7   Саха /Якутия/          ГБОУ ""ВВРЛИ М.А.Алексеева""                                           7.00      1.00   1.00   -      -       9"
"28999   7   Саха /Якутия/          ГБОУ ""ВВРЛИ М.А.Алексеева""                                           7.00      -      2.00   -      -       9"
"29363   7   Тюменская              ГАОУ ТО ""ФМШ""                                                        7.00      -      2.00   -      -       9"
"2986   7   Пензенская             Губернский лицей                                                     -         7.00   1.00   -      -       8"
"5185   7   Пензенская             Губернский лицей                                                     -         7.00   1.00   -      -       8"
"6747   7   Республика Казахстан НАО РФМШ г.Алматы                                                      0.00      7.00   1.00   0.00   0.00    8"
"6999   7   Новосибирская          АКЛ им. Ю.В. Кондратюка                                              7.00      -      1.00   -      -       8"
"7555   7   Пензенская             Губернский лицей                                                     -         7.00   1.00   -      -       8"
"8318   7   Кемеровская область - Кузбасс"
"МБОУ Лицей № 20                                                      7.00      -      1.00   -      -       8"
"9179   7   Саха /Якутия/          ГБНОУ РС(Я) РЛИ                                                      7.00      1.00   0.00   0.00   0.00    8"
"9479   7   Кемеровская область - Кузбасс"
"МБОУ Лицей № 20                                                      7.00      -      1.00   -      -       8"
"12439   7   Новосибирская          АКЛ им. Ю.В. Кондратюка                                              7.00      -      1.00   -      -       8"
"13332   7   Новосибирская          НГУ                                                                  7.00      -      1.00   -      -       8"
""
""
""
"Страница 12"
"17428   7   Новосибирская          МБУДО ДДТ им. А. И. Ефремова                         -      7.00   1.00   -      -      8"
"21573   7   Новосибирская          НГУ                                                  -      7.00   1.00   -      -      8"
"22472   7   Новосибирская          НГУ                                                  7.00   -      1.00   -      -      8"
"26820   7   Новосибирская          НГУ                                                  7.00   -      1.00   -      -      8"
"28686   7   Ямало-Ненецкий         МБОУ СОШ №8                                          -      7.00   1.00   -      -      8"
"28850   7   Новосибирская          НГУ                                                  -      7.00   1.00   -      -      8"
"28964   7   Бурятия                ФГБОУ ВО ""БГУ""                                       0.00   7.00   1.00   0.00   0.00   8"
"29078   7   Новосибирская          МБУДО ДДТ им. А. И. Ефремова                         -      7.00   1.00   -      -      8"
"943    7   Новосибирская          НГУ                                                  -      7.00   -      -      -      7"
"2038   7   Пензенская             Губернский лицей                                     -      -      7.00   -      -      7"
"2137   7   Новосибирская          МБУДО ДДТ им. А. И. Ефремова                         7.00   -      -      -      -      7"
"3521   7   Новосибирская          МБУДО ДДТ им. А. И. Ефремова                         -      7.00   -      -      -      7"
"4190   7   Мордовия               ГБОУ РМ «Республиканский лицей»                      0.00   7.00   0.00   0.00   0.00   7"
"5397   7   Республика Казахстан   НАО РФМШ г.Алматы                                    0.00   0.00   7.00   0.00   0.00   7"
"5426   7   Республика Казахстан   НАО РФМШ г.Алматы                                    0.00   0.00   7.00   0.00   0.00   7"
"5567   7   Новосибирская          МБУДО ДДТ им. А. И. Ефремова                         -      -      7.00   -      -      7"
"5812   7   Пензенская             Губернский лицей                                     -      -      7.00   -      -      7"
"6408   7   Пензенская             Губернский лицей                                     7.00   -      -      -      -      7"
"6851   7   Пензенская             Губернский лицей                                     -      7.00   -      -      -      7"
"7112   7   Новосибирская          АКЛ им. Ю.В. Кондратюка                              -      7.00   -      -      -      7"
"7326   7   Республика Казахстан   Филиал НАО ""РФМШ"" г. Нур-Султан                      -      7.00   -      -      -      7"
"7381   7   Пензенская             Губернский лицей                                     -      7.00   -      -      -      7"
"7752   7   Пензенская             Губернский лицей                                     7.00   -      -      -      -      7"
"11469   7   Бурятия                ФГБОУ ВО ""БГУ""                                       0.00   0.00   7.00   0.00   0.00   7"
"12924   7   Алтайский              АлтГУ                                                0.00   7.00   0.00   0.00   0.00   7"
"14711   7   Новосибирская          НГУ                                                  7.00   -      -      -      -      7"
"19025   7   Саха /Якутия/          ГБНОУ РС(Я) РЛИ                                      7.00   0.00   0.00   0.00   0.00   7"
"25535   7   Саха /Якутия/          ГБНОУ РС(Я) РЛИ                                      7.00   -      0.00   0.00   0.00   7"
"25968   7   Саха /Якутия/          ГБОУ ""ВВРЛИ М.А.Алексеева""                           -      7.00   -      -      -      7"
"27407   7   Бурятия                ФГБОУ ВО ""БГУ""                                       0.00   0.00   7.00   0.00   0.00   7"
"28660   7   Москва                 НАО РФМШ г.Алматы                                    0.00   7.00   0.00   0.00   0.00   7"
"28697   7   Саха /Якутия/          ГБОУ ""ВВРЛИ М.А.Алексеева""                           7.00   -      -      -      -      7"
"28799   7   Новосибирская          АКЛ им. Ю.В. Кондратюка                              7.00   -      -      -      -      7"
"28922   7   Алтайский              АлтГУ                                                0.00   0.00   5.00   0.00   2.00   7"
"29051   7   Ямало-Ненецкий         МБОУ СОШ №8                                          7.00   -      -      -      -      7"
"29072   7   Тюменская              ГАОУ ТО ""ФМШ""                                        7.00   0.00   0.00   0.00   0.00   7"
"29281   7   Бурятия                ФГБОУ ВО ""БГУ""                                       0.00   0.00   7.00   -      0.00   7"
"29320   7   Бурятия                ФГБОУ ВО ""БГУ""                                       7.00   0.00   0.00   0.00   0.00   7"
"26912   7   Новосибирская          НГУ                                                  -      2.00   3.00   1.00   -      6"
"6450   7   Пензенская             Губернский лицей                                     -      -      5.00   -      -      5"
"10920   7   Воронежская            ГАНОУ ВО ""Региональный центр ""Орион""                 0.00   0.00   3.00   2.00   0.00   5"
"5598   7   Воронежская            ГАНОУ ВО ""Региональный центр ""Орион""                 2.00   0.00   1.00   0.00   0.00   3"
"21983   7   Алтайский              АлтГУ                                                0.00   0.00   3.00   0.00   0.00   3"
"25759   7   Новосибирская          НГУ                                                  -      -      3.00   -      -      3"
"29352   7   Тюменская              ГАОУ ТО ""ФМШ""                                        0.00   1.00   2.00   0.00   0.00   3"
"2018   7   Новосибирская          МБУДО ДДТ им. А. И. Ефремова                         -      1.00   1.00   -      -      2"
""
""
""
"Страница 13"
" 3337   7   Пензенская             Губернский лицей                              -      -      2.00   -      -      2"
"6833   7   Саха /Якутия/          ГБНОУ РС(Я) РЛИ                               -      -      2.00   -      -      2"
"7305   7   Пензенская             Губернский лицей                              -      -      2.00   -      -      2"
"16757   7   Алтайский              АлтГУ                                         0.00   0.00   2.00   0.00   0.00   2"
"21319   7   Новосибирская          АКЛ им. Ю.В. Кондратюка                       -      -      2.00   -      -      2"
"25278   7   Иркутская              Лицей № 36 ОАО ""РЖД""                          -      2.00   -      -      -      2"
"26159   7   Алтайский              АлтГУ                                         0.00   0.00   2.00   0.00   0.00   2"
"28681   7   Саха /Якутия/          ГБОУ ""ВВРЛИ М.А.Алексеева""                    -      -      2.00   -      -      2"
"29010   7   Курганская             АНО ""ЦДМО""                                    0.00   0.00   2.00   0.00   0.00   2"
"29319   7   Алтайский              АлтГУ                                         0.00   0.00   2.00   0.00   0.00   2"
"6015   7   Новосибирская          НГУ                                           -      1.00   -      -      -      1"
"10238   7   Новосибирская          АКЛ им. Ю.В. Кондратюка                       -      -      1.00   -      -      1"
"26075   7   Алтайский              АлтГУ                                         0.00   0.00   1.00   0.00   0.00   1"
"26224   7   Тыва                   ГЛРТ                                          -      -      1.00   -      -      1"
"28678   7   Саха /Якутия/          ГБОУ ""ВВРЛИ М.А.Алексеева""                    -      -      1.00   -      -      1"
"29429   7   Бурятия                ФГБОУ ВО ""БГУ""                                0.00   0.00   1.00   0.00   0.00   1"
"4997   7   Бурятия                ФГБОУ ВО ""БГУ""                                0.00   0.00   0.00   0.00   0.00   0"
"21613   7   Тюменская              ГАОУ ТО ""ФМШ""                                 0.00   0.00   0.00   0.00   0.00   0"
"28793   7   Алтайский              АлтГУ                                         0.00   0.00   0.00   0.00   0.00   0"
"29080   7   Челябинская            МБОУ ""Лицей №39""                              0.00   0.00   0.00   0.00   0.00   0"
"2795   7   Челябинская            МагГТУ                                        -      -      -      -      -"
"4764   7   Новосибирская          АКЛ им. Ю.В. Кондратюка                       -      -      -      -      -"
"6044   7   Пензенская             Губернский лицей                              -      -      -      -      -"
"7316   7   Пензенская             Губернский лицей                              -      -      -      -      -"
"10873   7   Республика Казахстан Филиал НАО ""РФМШ"" г. Нур-Султан                 -      -      -      -      -"
"13687   7   Кемеровская область - Кузбасс"
"МБОУ Лицей № 20                               -      -      -      -      -"
"16693   7   Республика Казахстан Филиал НАО ""РФМШ"" г. Нур-Султан                 -      -      -      -      -"
"19820   7   Новосибирская          НГУ                                           -      -      -      -      -"
"23087   7   Саха /Якутия/          ГБОУ ""ВВРЛИ М.А.Алексеева""                    -      -      -      -      -"
"25150   7   Иркутская              Лицей № 36 ОАО ""РЖД""                          -      -      -      -      -"
"25639   7   Саха /Якутия/          ГБОУ ""ВВРЛИ М.А.Алексеева""                    -      -      -      -      -"
"28687   7   Саха /Якутия/          ГБОУ ""ВВРЛИ М.А.Алексеева""                    -      -      -      -      -"
"29201   7   Хакасия                МБОУ ""Гимназия"" г.Абакана                     -      -      -      -      -"
"3518   8   Новосибирская          НГУ                                           7.00   7.00   7.00   7.00   7.00   35   Победитель"
"11591   8   Челябинская            МагГТУ                                        7.00   7.00   7.00   7.00   7.00   35   Победитель"
"11915   8   Санкт-Петербург        ФГБОУ ВО ""КГЭУ""                               7.00   7.00   7.00   7.00   7.00   35   Победитель"
"9715   8   Тюменская              ГАОУ ТО ""ФМШ""                                 7.00   7.00   6.00   7.00   7.00   34   Победитель"
"14679   8   Иркутская              Лицей № 36 ОАО ""РЖД""                          7.00   7.00   6.00   7.00   7.00   34   Победитель"
"2554   8   Бурятия                ФГБОУ ВО ""БГУ""                                7.00   7.00   7.00   7.00   5.00   33   Победитель"
"3870   8   Алтайский              АлтГУ                                         7.00   7.00   7.00   5.00   7.00   33   Победитель"
"13746   8   Московская             МБОУСОШ6                                      7.00   7.00   7.00   5.00   7.00   33   Победитель"
"501    8   Новосибирская          НГУ                                           7.00   7.00   7.00   7.00   4.00   32   Победитель"
"9422   8   Новосибирская          НГУ                                           7.00   7.00   7.00   7.00   4.00   32   Победитель"
"23638   8   Тюменская              ГАОУ ТО ""ФМШ""                                 7.00   7.00   7.00   7.00   4.00   32   Победитель"
"612    8   Новосибирская          НГУ                                           7.00   7.00   6.00   7.00   4.00   31   Победитель"
"2826   8   Краснодарский          МБУ ДО ЦТРиГО г.Сочи                          7.00   7.00   6.00   7.00   4.00   31   Победитель"
""
""
""
"Страница 14"
" 9643   8   Московская             МБОУСОШ6                                                               7.00   7.00   7.00   5.00   5.00   31   Победитель"
"14513   8   Саха /Якутия/          ГБНОУ РС(Я) РЛИ                                                        7.00   7.00   7.00   7.00   3.00   31   Победитель"
"20668   8   Иркутская              Лицей № 36 ОАО ""РЖД""                                                   7.00   7.00   6.00   7.00   4.00   31   Победитель"
"2964   8   Москва                 МБУ ДО ЦТРиГО г.Сочи                                                   7.00   7.00   6.00   7.00   3.00   30   Победитель"
"7291   8   Новосибирская          АКЛ им. Ю.В. Кондратюка                                                7.00   7.00   6.00   7.00   3.00   30   Победитель"
"21704   8   Воронежская            МБОУ «Лицей №5 г. Ельца»                                               7.00   7.00   6.00   6.00   4.00   30   Победитель"
"29336   8   Алтайский              АлтГУ                                                                  7.00   6.00   7.00   5.00   5.00   30   Победитель"
"439    8   Хакасия                ГБОУ РХ ""Хакасская национальная гимназия-интернат им. Н.Ф. Катанова""   7.00   7.00   7.00   5.00   3.00   29   Победитель"
"7994   8   Новосибирская          АКЛ им. Ю.В. Кондратюка                                                7.00   7.00   7.00   7.00   1.00   29   Победитель"
"11644   8   Тюменская              ГАОУ ТО ""ФМШ""                                                          7.00   7.00   7.00   7.00   1.00   29   Победитель"
"12446   8   Саратовская            СГУ                                                                    7.00   7.00   7.00   7.00   1.00   29   Победитель"
"19012   8   Татарстан              ФГБОУ ВО ""КГЭУ""                                                        7.00   6.00   7.00   3.00   6.00   29   Победитель"
"23659   8   Чувашская Республика   МБОУ ""Лицей №2"" г. Чебоксары                                           7.00   7.00   5.00   7.00   3.00   29   Победитель"
